class_id,prototype_id,part_id,mean_presence,num_images,is_consistent
12,121,1,0.42346938775510207,392,False
12,121,2,0.4601542416452442,389,False
12,121,3,0.36187845303867405,362,False
12,121,4,0.02185792349726776,366,False
12,121,5,0.0,9,False
12,136,1,0.29846938775510207,392,False
12,136,2,0.10282776349614396,389,False
12,136,3,0.27348066298342544,362,False
12,136,4,0.28688524590163933,366,False
12,136,5,0.1111111111111111,9,False
12,243,1,0.09693877551020408,392,False
12,243,2,0.010282776349614395,389,False
12,243,3,0.0718232044198895,362,False
12,243,4,0.3524590163934426,366,False
12,243,5,0.0,9,False
13,180,1,0.0,244,False
13,180,2,0.00819672131147541,244,False
13,180,3,0.009302325581395349,215,False
13,180,4,0.013215859030837005,227,False
13,180,5,0.0,1,False
13,189,1,0.13524590163934427,244,False
13,189,2,0.2336065573770492,244,False
13,189,3,0.13488372093023257,215,False
13,189,4,0.18502202643171806,227,False
13,189,5,0.0,1,False
14,8,1,0.7063829787234043,470,False
14,8,2,0.0064794816414686825,463,False
14,8,3,0.20600858369098712,466,False
14,8,4,0.05227272727272727,440,False
14,8,5,0.17573221757322174,478,False
14,28,1,0.014893617021276596,470,True
14,28,2,0.8812095032397408,463,True
14,28,3,0.2167381974248927,466,True
14,28,4,0.27045454545454545,440,True
14,28,5,0.25732217573221755,478,True
14,36,1,0.10638297872340426,470,True
14,36,2,0.8012958963282938,463,True
14,36,3,0.34549356223175964,466,True
14,36,4,0.36363636363636365,440,True
14,36,5,0.3305439330543933,478,True
14,65,1,0.7148936170212766,470,False
14,65,2,0.2526997840172786,463,False
14,65,3,0.7081545064377682,466,False
14,65,4,0.3522727272727273,440,False
14,65,5,0.5104602510460251,478,False
14,70,1,0.5319148936170213,470,False
14,70,2,0.6393088552915767,463,False
14,70,3,0.7746781115879828,466,False
14,70,4,0.5613636363636364,440,False
14,70,5,0.5355648535564853,478,False
14,115,1,0.5638297872340425,470,False
14,115,2,0.01079913606911447,463,False
14,115,3,0.3969957081545064,466,False
14,115,4,0.175,440,False
14,115,5,0.28870292887029286,478,False
14,128,1,0.8063829787234043,470,True
14,128,2,0.13606911447084233,463,True
14,128,3,0.5793991416309013,466,True
14,128,4,0.275,440,True
14,128,5,0.4665271966527197,478,True
14,175,1,0.09787234042553192,470,False
14,175,2,0.12095032397408208,463,False
14,175,3,0.33261802575107297,466,False
14,175,4,0.2909090909090909,440,False
14,175,5,0.4100418410041841,478,False
14,226,1,0.010638297872340425,470,False
14,226,2,0.5701943844492441,463,False
14,226,3,0.22746781115879827,466,False
14,226,4,0.375,440,False
14,226,5,0.2510460251046025,478,False
15,179,1,0.06521739130434782,46,False
15,179,2,0.018518518518518517,54,False
15,179,3,0.06666666666666667,45,False
15,179,4,0.030303030303030304,33,False
15,179,5,0.0625,80,False
15,249,1,0.043478260869565216,46,False
15,249,2,0.018518518518518517,54,False
15,249,3,0.06666666666666667,45,False
15,249,4,0.18181818181818182,33,False
15,249,5,0.05,80,False
16,7,1,0.1917808219178082,73,False
16,7,2,0.23636363636363636,55,False
16,7,3,0.1111111111111111,54,False
16,7,4,0.15384615384615385,39,False
16,7,5,0.2,75,False
16,93,1,0.0684931506849315,73,False
16,93,2,0.3090909090909091,55,False
16,93,3,0.35185185185185186,54,False
16,93,4,0.05128205128205128,39,False
16,93,5,0.09333333333333334,75,False
16,244,1,0.1780821917808219,73,False
16,244,2,0.0,55,False
16,244,3,0.018518518518518517,54,False
16,244,4,0.0,39,False
16,244,5,0.08,75,False
