class_id,prototype_id,part_id,mean_presence,num_images,is_consistent
12,110,1,0.7448979591836735,392,False
12,110,2,0.17223650385604114,389,False
12,110,3,0.6629834254143646,362,False
12,110,4,0.7786885245901639,366,False
12,110,5,0.3333333333333333,9,False
12,111,1,0.8673469387755102,392,True
12,111,2,0.7712082262210797,389,True
12,111,3,0.7707182320441989,362,True
12,111,4,0.43989071038251365,366,True
12,111,5,0.3333333333333333,9,True
12,112,1,0.798469387755102,392,True
12,112,2,0.9305912596401028,389,True
12,112,3,0.7348066298342542,362,True
12,112,4,0.3989071038251366,366,True
12,112,5,0.3333333333333333,9,True
12,113,1,0.7066326530612245,392,False
12,113,2,0.4755784061696658,389,False
12,113,3,0.7513812154696132,362,False
12,113,4,0.7185792349726776,366,False
12,113,5,0.6666666666666666,9,False
12,114,1,0.8928571428571429,392,True
12,114,2,0.5604113110539846,389,True
12,114,3,0.712707182320442,362,True
12,114,4,0.5245901639344263,366,True
12,114,5,0.0,9,True
12,115,1,0.8903061224489796,392,True
12,115,2,0.4524421593830334,389,True
12,115,3,0.7071823204419889,362,True
12,115,4,0.4781420765027322,366,True
12,115,5,0.0,9,True
12,116,1,0.5969387755102041,392,True
12,116,2,0.15938303341902313,389,True
12,116,3,0.6574585635359116,362,True
12,116,4,0.8032786885245902,366,True
12,116,5,0.5555555555555556,9,True
12,117,1,0.6938775510204082,392,False
12,117,2,0.7866323907455013,389,False
12,117,3,0.7403314917127072,362,False
12,117,4,0.5300546448087432,366,False
12,117,5,0.5555555555555556,9,False
12,118,1,0.8010204081632653,392,True
12,118,2,0.1928020565552699,389,True
12,118,3,0.712707182320442,362,True
12,118,4,0.6666666666666666,366,True
12,118,5,0.2222222222222222,9,True
12,119,1,0.6887755102040817,392,True
12,119,2,0.9151670951156813,389,True
12,119,3,0.7403314917127072,362,True
12,119,4,0.4918032786885246,366,True
12,119,5,0.5555555555555556,9,True
13,120,1,0.5081967213114754,244,True
13,120,2,0.6147540983606558,244,True
13,120,3,0.6,215,True
13,120,4,0.4185022026431718,227,True
13,120,5,1.0,1,True
13,121,1,0.6967213114754098,244,False
13,121,2,0.19672131147540983,244,False
13,121,3,0.6744186046511628,215,False
13,121,4,0.2555066079295154,227,False
13,121,5,0.0,1,False
13,122,1,0.5204918032786885,244,True
13,122,2,0.7377049180327869,244,True
13,122,3,0.6744186046511628,215,True
13,122,4,0.2643171806167401,227,True
13,122,5,1.0,1,True
13,123,1,0.5614754098360656,244,True
13,123,2,0.1598360655737705,244,True
13,123,3,0.5302325581395348,215,True
13,123,4,0.6123348017621145,227,True
13,123,5,1.0,1,True
13,124,1,0.45901639344262296,244,True
13,124,2,0.27049180327868855,244,True
13,124,3,0.48372093023255813,215,True
13,124,4,0.6387665198237885,227,True
13,124,5,1.0,1,True
13,125,1,0.7868852459016393,244,False
13,125,2,0.19262295081967212,244,False
13,125,3,0.6325581395348837,215,False
13,125,4,0.23348017621145375,227,False
13,125,5,0.0,1,False
13,126,1,0.5614754098360656,244,True
13,126,2,0.7049180327868853,244,True
13,126,3,0.6744186046511628,215,True
13,126,4,0.2907488986784141,227,True
13,126,5,1.0,1,True
13,127,1,0.5327868852459017,244,True
13,127,2,0.319672131147541,244,True
13,127,3,0.6465116279069767,215,True
13,127,4,0.5418502202643172,227,True
13,127,5,1.0,1,True
13,128,1,0.5532786885245902,244,False
13,128,2,0.09836065573770492,244,False
13,128,3,0.4418604651162791,215,False
13,128,4,0.5947136563876652,227,False
13,128,5,0.0,1,False
13,129,1,0.4344262295081967,244,True
