class_id,prototype_id,part_id,mean_presence,num_images,is_consistent
13,124,4,0.3568281938325991,227,False
13,124,5,0.0,1,False
13,125,1,0.38934426229508196,244,False
13,125,2,0.05327868852459016,244,False
13,125,3,0.24186046511627907,215,False
13,125,4,0.048458149779735685,227,False
13,125,5,0.0,1,False
13,126,1,0.24180327868852458,244,False
13,126,2,0.36885245901639346,244,False
13,126,3,0.28837209302325584,215,False
13,126,4,0.14977973568281938,227,False
13,126,5,0.0,1,False
13,127,1,0.18032786885245902,244,True
13,127,2,0.0860655737704918,244,True
13,127,3,0.2372093023255814,215,True
13,127,4,0.3303964757709251,227,True
13,127,5,1.0,1,True
13,128,1,0.13934426229508196,244,False
13,128,2,0.02459016393442623,244,False
13,128,3,0.11627906976744186,215,False
13,128,4,0.42290748898678415,227,False
13,128,5,0.0,1,False
13,129,1,0.11475409836065574,244,True
13,129,2,0.02459016393442623,244,True
13,129,3,0.10697674418604651,215,True
13,129,4,0.46255506607929514,227,True
13,129,5,1.0,1,True
14,130,1,0.37872340425531914,470,False
14,130,2,0.019438444924406047,463,False
14,130,3,0.5171673819742489,466,False
14,130,4,0.2,440,False
14,130,5,0.5523012552301255,478,False
14,131,1,0.0851063829787234,470,False
14,131,2,0.7408207343412527,463,False
14,131,3,0.28969957081545067,466,False
14,131,4,0.2636363636363636,440,False
14,131,5,0.3200836820083682,478,False
14,132,1,0.7361702127659574,470,True
14,132,2,0.1771058315334773,463,True
14,132,3,0.8927038626609443,466,True
14,132,4,0.5204545454545455,440,True
14,132,5,0.6213389121338913,478,True
14,133,1,0.8127659574468085,470,True
14,133,2,0.17278617710583152,463,True
14,133,3,0.630901287553648,466,True
14,133,4,0.3795454545454545,440,True
14,133,5,0.3786610878661088,478,True
14,134,1,0.6191489361702127,470,False
14,134,2,0.02159827213822894,463,False
14,134,3,0.3583690987124464,466,False
14,134,4,0.19090909090909092,440,False
14,134,5,0.39330543933054396,478,False
14,135,1,0.17872340425531916,470,False
14,135,2,0.24406047516198703,463,False
14,135,3,0.5429184549356223,466,False
14,135,4,0.18181818181818182,440,False
14,135,5,0.5334728033472803,478,False
14,136,1,0.2702127659574468,470,False
14,136,2,0.47300215982721383,463,False
14,136,3,0.6888412017167382,466,False
14,136,4,0.275,440,False
14,136,5,0.5941422594142259,478,False
14,137,1,0.8106382978723404,470,True
14,137,2,0.1079913606911447,463,True
14,137,3,0.8369098712446352,466,True
14,137,4,0.4113636363636364,440,True
14,137,5,0.5481171548117155,478,True
14,138,1,0.17872340425531916,470,False
14,138,2,0.6393088552915767,463,False
14,138,3,0.2575107296137339,466,False
14,138,4,0.30454545454545456,440,False
14,138,5,0.16736401673640167,478,False
14,139,1,0.03404255319148936,470,True
14,139,2,0.8358531317494601,463,True
14,139,3,0.10944206008583691,466,True
14,139,4,0.19772727272727272,440,True
14,139,5,0.23221757322175732,478,True
15,140,1,0.17391304347826086,46,False
15,140,2,0.037037037037037035,54,False
15,140,3,0.15555555555555556,45,False
15,140,4,0.12121212121212122,33,False
15,140,5,0.1125,80,False
15,141,1,0.06521739130434782,46,False
15,141,2,0.2222222222222222,54,False
15,141,3,0.044444444444444446,45,False
15,141,4,0.0,33,False
15,141,5,0.1625,80,False
15,142,1,0.15217391304347827,46,False
15,142,2,0.05555555555555555,54,False
15,142,3,0.08888888888888889,45,False
15,142,4,0.0,33,False
15,142,5,0.075,80,False
15,143,1,0.08695652173913043,46,False
15,143,2,0.5,54,False
15,143,3,0.13333333333333333,45,False
15,143,4,0.030303030303030304,33,False
15,143,5,0.125,80,False
15,144,1,0.21739130434782608,46,False
15,144,2,0.3888888888888889,54,False
15,144,3,0.28888888888888886,45,False
15,144,4,0.24242424242424243,33,False
15,144,5,0.1,80,False
15,145,1,0.15217391304347827,46,False
15,145,2,0.42592592592592593,54,False
15,145,3,0.15555555555555556,45,False
15,145,4,0.12121212121212122,33,False
15,145,5,0.1625,80,False
15,146,1,0.08695652173913043,46,False
15,146,2,0.09259259259259259,54,False
15,146,3,0.044444444444444446,45,False
15,146,4,0.0,33,False
15,146,5,0.0875,80,False
15,147,1,0.17391304347826086,46,False
15,147,2,0.37037037037037035,54,False
15,147,3,0.2,45,False
15,147,4,0.09090909090909091,33,False
15,147,5,0.2,80,False
15,148,1,0.13043478260869565,46,False
15,148,2,0.09259259259259259,54,False
15,148,3,0.08888888888888889,45,False
15,148,4,0.09090909090909091,33,False
15,148,5,0.1125,80,False
15,149,1,0.15217391304347827,46,False
15,149,2,0.2777777777777778,54,False
15,149,3,0.17777777777777778,45,False
15,149,4,0.030303030303030304,33,False
15,149,5,0.175,80,False
16,150,1,0.2191780821917808,73,False
16,150,2,0.21818181818181817,55,False
16,150,3,0.2222222222222222,54,False
16,150,4,0.20512820512820512,39,False
16,150,5,0.29333333333333333,75,False
16,151,1,0.273972602739726,73,False
16,151,2,0.2727272727272727,55,False
16,151,3,0.18518518518518517,54,False
16,151,4,0.23076923076923078,39,False
16,151,5,0.18666666666666668,75,False
16,152,1,0.3287671232876712,73,False
16,152,2,0.38181818181818183,55,False
16,152,3,0.2037037037037037,54,False
16,152,4,0.28205128205128205,39,False
16,152,5,0.26666666666666666,75,False
16,153,1,0.3561643835616438,73,False
16,153,2,0.36363636363636365,55,False
16,153,3,0.07407407407407407,54,False
16,153,4,0.0,39,False
16,153,5,0.32,75,False
16,154,1,0.273972602739726,73,False
16,154,2,0.16363636363636364,55,False
16,154,3,0.3148148148148148,54,False
16,154,4,0.1282051282051282,39,False
16,154,5,0.14666666666666667,75,False
16,155,1,0.3150684931506849,73,False
16,155,2,0.38181818181818183,55,False
16,155,3,0.16666666666666666,54,False
16,155,4,0.05128205128205128,39,False
16,155,5,0.3333333333333333,75,False
16,156,1,0.3013698630136986,73,False
16,156,2,0.09090909090909091,55,False
16,156,3,0.2037037037037037,54,False
16,156,4,0.05128205128205128,39,False
16,156,5,0.2,75,False
16,157,1,0.273972602739726,73,False
16,157,2,0.14545454545454545,55,False
16,157,3,0.2777777777777778,54,False
16,157,4,0.10256410256410256,39,False
16,157,5,0.17333333333333334,75,False
16,158,1,0.3424657534246575,73,False
16,158,2,0.5454545454545454,55,False
16,158,3,0.18518518518518517,54,False
16,158,4,0.20512820512820512,39,False
16,158,5,0.30666666666666664,75,False
16,159,1,0.3013698630136986,73,False
16,159,2,0.12727272727272726,55,False
16,159,3,0.2222222222222222,54,False
16,159,4,0.1282051282051282,39,False
16,159,5,0.2,75,False
